y	x1	x2	error
0.466488456	0.866999175	-0.26600165	-0.134509069
0.665920423	0.878218505	-0.24356299	0.031264908
0.931326604	0.88980308	-0.22039384	0.261917364
0.438390883	0.8726601	-0.2546798	-0.179589417
0.807289864	0.914846935	-0.17030613	0.062749059
0.41053622	0.87573557	-0.24852886	-0.21667049
0.761853515	0.89962465	-0.2007507	0.062979565
0.68478361	0.89689936	-0.20620128	-0.00591447
1.134043294	0.88250221	-0.23499558	0.486536664
0.430206922	0.925816875	-0.14836625	-0.347243703
1.108032474	0.93469472	-0.13061056	0.303948314
1.19844052	0.89392893	-0.21214214	0.51665373
0.45536047	0.930621505	-0.13875699	-0.336504045
0.667600201	0.92355538	-0.15288924	-0.103065939
0.945684755	0.957001845	-0.08599631	0.07467922
1.039790756	0.94362523	-0.11274954	0.208915066
0.847896958	0.920107665	-0.15978467	0.087573963
1.402922385	0.990181125	-0.01963775	0.43237901
1.065580047	0.954797345	-0.09040531	0.201188012
1.200047336	0.9478101	-0.1043798	0.356617036
0.564869721	0.982070905	-0.03585819	-0.381342994
1.448413975	0.981461605	-0.03707679	0.50402916
1.515386441	0.97280279	-0.05439442	0.596978071
0.834263245	0.97625857	-0.04748286	-0.094512465
0.773133304	0.97869852	-0.04260296	-0.162962256
0.907654682	0.97204653	-0.05590694	-0.008484908
1.619227769	0.987451205	-0.02509759	0.656874154
0.818758529	1.03686151	0.07372302	-0.291826001
1.135947053	1.023242495	0.04648499	0.066219568
0.551804305	0.97633842	-0.04732316	-0.377210955
1.115863198	1.01039988	0.02079976	0.084663558
0.779833063	1.02184094	0.04368188	-0.285689757
1.374941279	1.05227829	0.10455658	0.218106409
1.133849502	1.033733385	0.06746677	0.032649347
1.167450504	1.0644754	0.1289508	-0.025975696
1.725764736	1.038628335	0.07725667	0.609879731
1.22541058	1.04938698	0.09877396	0.07724964
0.511497235	1.08361775	0.1672355	-0.739356015
1.352522556	1.05478353	0.10956706	0.188171966
0.863683066	1.0565176	0.1130352	-0.305869734
1.564822861	1.06981596	0.13963192	0.355374981
1.295911779	1.061081775	0.12216355	0.112666454
0.33800211	1.080126355	0.16025271	-0.902376955
1.446640221	1.092761475	0.18552295	0.168355796
1.205082048	1.098681975	0.19736395	-0.090963877
0.936145449	1.10956308	0.21912616	-0.392543791
0.849538796	1.09399063	0.18798126	-0.432433094
0.917707595	1.10521074	0.21042148	-0.397924625
1.639418193	1.101449865	0.20289973	0.335068598
0.514228804	1.082871665	0.16574333	-0.734386191
1.395511344	1.134870635	0.26974127	-0.009100561
1.718757359	1.116991385	0.23398277	0.367783204
1.66707302	1.138693495	0.27738699	0.250992535
0.736317712	1.12587104	0.25174208	-0.641295408
0.765629256	1.13811262	0.27622524	-0.648708604
1.204741586	1.144019815	0.28803963	-0.227317859
1.338765976	1.14803116	0.29606232	-0.105327504
1.49505502	1.15235427	0.30470854	0.03799221
1.10676008	1.12740566	0.25481132	-0.2754569
2.359512169	1.18041145	0.3608229	0.818277819
0.976902393	1.147927575	0.29585515	-0.466880332
1.482411485	1.17359156	0.34718312	-0.038363195
2.482049952	1.19618714	0.39237428	0.893488532
2.528233894	1.174143365	0.34828673	1.005803799
1.343309973	1.16828309	0.33656618	-0.161539297
0.615078376	1.199221925	0.39844385	-0.982587399
1.500267339	1.195580985	0.39116197	-0.086475616
1.568343082	1.19566609	0.39133218	-0.018655188
2.400025063	1.194901305	0.38980261	0.815321148
1.441523055	1.18762416	0.37524832	-0.121349425
2.188312129	1.216228875	0.43245775	0.539625504
1.894150724	1.21203818	0.42407636	0.258036184
2.104036785	1.24179944	0.48359888	0.378638465
1.605276409	1.24031944	0.48063888	-0.115681911
1.512503608	1.229626645	0.45925329	-0.176376327
1.332869781	1.260304855	0.52060971	-0.448044784
1.343092266	1.244062295	0.48812459	-0.389094619
1.789423303	1.25742346	0.51484692	0.017152923
1.674069908	1.230376555	0.46075311	-0.017059757
1.803831192	1.26297336	0.52594672	0.014911112
2.795761982	1.25528497	0.51056994	1.029907072
1.437294441	1.24763452	0.49526904	-0.305609119
1.632936362	1.258669415	0.51733883	-0.143071883
0.997453506	1.27710453	0.55420906	-0.833860084
2.108480738	1.273947385	0.54789477	0.286638583
1.472640182	1.25690748	0.51381496	-0.298082258
1.952102875	1.288619525	0.57723905	0.0862443
2.575162988	1.282326575	0.56465315	0.728183263
2.298071676	1.285174535	0.57034907	0.442548071
2.404907897	1.28082977	0.56165954	0.562418587
1.307872397	1.29460766	0.58921532	-0.575950583
1.294838194	1.301986195	0.60397239	-0.611120391
0.898035133	1.274012765	0.54802553	-0.924003162
1.853482781	1.289045245	0.57809049	-0.013652954
1.681927083	1.292903515	0.58580703	-0.196783462
1.502430553	1.307538325	0.61507665	-0.420184422
2.084534241	1.31277128	0.62554256	0.146220401
2.257569109	1.33343048	0.66686096	0.257277669
1.226367487	1.330436145	0.66087229	-0.764940948
1.880871864	1.29937132	0.59874264	-0.017242096
2.773083227	1.31247238	0.62494476	0.835666087
1.533934595	1.329722795	0.65944559	-0.45523379
2.462463121	1.32226004	0.64452008	0.495683001
1.679810269	1.34889517	0.69779034	-0.366875241
3.034480866	1.362152325	0.72430465	0.948023891
2.076033626	1.36867913	0.73735826	-0.030003764
2.240737004	1.35752107	0.71504214	0.168173794
2.342983769	1.33563923	0.67127846	0.336066079
2.712708539	1.37201797	0.74403594	0.596654629
2.191082288	1.394374075	0.78874815	0.007960063
2.35985325	1.365918	0.731836	0.26209925
2.725547513	1.397934065	0.79586813	0.531745318
2.756428439	1.36609696	0.73219392	0.658137559
2.640492636	1.368340995	0.73668199	0.535469651
1.842843371	1.399890145	0.79978029	-0.356827064
2.434528224	1.373903065	0.74780613	0.312819029
2.268088344	1.405060185	0.81012037	0.052907789
1.950394573	1.41030568	0.82061136	-0.280522467
1.762043954	1.39124655	0.7824931	-0.411695696
1.418400037	1.38252506	0.76505012	-0.729175143
2.161799969	1.39417714	0.78835428	-0.020731451
2.426722638	1.41719262	0.83438524	0.175144778
1.896111289	1.437067095	0.87413419	-0.415089996
3.219127723	1.413737025	0.82747405	0.977916648
2.31785266	1.415431405	0.83086281	0.071558445
2.616682963	1.407162365	0.81432473	0.395195868
1.574613576	1.41570201	0.83140402	-0.672492454
2.125946035	1.41616885	0.8323377	-0.122560515
1.259377553	1.412351145	0.82470229	-0.977675882
2.340730754	1.43109294	0.86218588	0.047451934
2.089482418	1.4313343	0.8626686	-0.204520482
3.248285141	1.445074695	0.89014939	0.913061056
2.884780254	1.434903585	0.86980717	0.580069499
2.43939337	1.399219865	0.79843973	0.241733775
1.736730168	1.45297194	0.90594388	-0.622185652
2.306880882	1.42787188	0.85574376	0.023265242
2.957673635	1.44091193	0.88182386	0.634937845
2.468563242	1.441474745	0.88294949	0.144139007
1.949950842	1.448010905	0.89602181	-0.394081873
2.155944771	1.457465655	0.91493131	-0.216452194
3.096468658	1.457891195	0.91578239	0.722795073
2.257975533	1.45039914	0.90079828	-0.093221887
1.574233537	1.45249622	0.90499244	-0.783255123
1.974352466	1.46446063	0.92892126	-0.419029424
2.852642428	1.434720645	0.86944129	0.548480493
2.363399274	1.48265447	0.96530894	-0.084564136
2.317203155	1.47905684	0.95811368	-0.119967365
3.70554337	1.485340265	0.97068053	1.249522575
2.658203875	1.45531856	0.91063712	0.292248195
1.360499433	1.471471385	0.94294277	-1.053914722
2.393797753	1.474894385	0.94978877	-0.030885402
1.592640415	1.46289577	0.92579154	-0.796046895
2.547365443	1.452053445	0.90410689	0.191205108
1.972139049	1.47534492	0.95068984	-0.453895711
1.501932661	1.47252297	0.94504594	-0.915636249
2.272266908	1.484014205	0.96802841	-0.179775707
2.498483782	1.463940155	0.92788031	0.106663317
2.064518508	1.472356525	0.94471305	-0.352551067
1.974165241	1.4577299	0.9154598	-0.399024459
2.86843394	1.484256315	0.96851263	0.415664995
2.772702929	1.477644565	0.95528913	0.339769234
2.714282719	1.46773502	0.93547004	0.311077659
2.347004276	1.491944065	0.98388813	-0.128827919
1.971395994	1.472746655	0.94549331	-0.446843971
2.297660354	1.511576135	1.02315227	-0.237068051
2.584462068	1.488792015	0.97758403	0.118086023
3.08036178	1.51084005	1.0216801	0.54784163
2.536493441	1.511299525	1.02259905	0.002594866
1.892785463	1.48284135	0.9656827	-0.555738587
1.472463282	1.496595815	0.99319163	-1.017324163
2.211823992	1.479791625	0.95958325	-0.227550883
2.149635021	1.501078685	1.00215737	-0.353601034
3.322696734	1.51171301	1.02342602	0.787557704
2.434577388	1.492980985	0.98596197	-0.044365567
2.583161548	1.502616395	1.00523279	0.075312363
2.359399967	1.49007594	0.98015188	-0.110827853
1.741211403	1.46484505	0.9296901	-0.653323747
2.274998646	1.4821506	0.9643012	-0.171453154
3.438917998	1.500561105	1.00112221	0.937234683
2.915014985	1.484067965	0.96813593	0.46281109
2.967260409	1.49629961	0.99259922	0.478361579
3.091769677	1.477437565	0.95487513	0.659456982
3.279643313	1.49577455	0.9915491	0.792319663
2.228193981	1.50584995	1.0116999	-0.289355869
2.955174197	1.50871546	1.01743092	0.429027817
1.430284179	1.52696388	1.05392776	-1.150607461
2.385599116	1.51285236	1.02570472	-0.152957964
2.550646551	1.49685167	0.99370334	0.060091541
3.173063946	1.496252685	0.99250537	0.684305891
3.885152526	1.49518037	0.99036074	1.399611416
1.49782936	1.48815477	0.97630954	-0.96663495
2.116027562	1.496948455	0.99389691	-0.374817803
1.61190442	1.482875835	0.96575167	-0.836723085
1.980345281	1.499624355	0.99924871	-0.518527784
2.359306736	1.50720887	1.01441774	-0.162319874
3.055345572	1.512857125	1.02571425	0.516774197
2.33549173	1.484511815	0.96902363	-0.118043715
2.807264505	1.49223107	0.98446214	0.330571295
3.480796956	1.49440056	0.98880112	0.997595276
1.727453642	1.512222425	1.02444485	-0.809213633
2.671968555	1.48830754	0.97661508	0.207045935
1.730453947	1.486954475	0.97390895	-0.730409478
1.926844068	1.504441365	1.00888273	-0.586480027
2.285833871	1.516813895	1.03362779	-0.264607814
0.946291059	1.477896695	0.95579339	-1.487399026
2.167641607	1.47271269	0.94542538	-0.250496463
2.42130975	1.49156	0.98312	-0.05337025
2.467077323	1.45936572	0.91873144	0.088980163
3.259296727	1.492613915	0.98522783	0.781454982
1.846715451	1.493514405	0.98702881	-0.633827764
2.457785812	1.465579885	0.93115977	0.061046157
3.317356972	1.48379996	0.96759992	0.865957092
3.000356696	1.495115785	0.99023157	0.515009341
3.539086737	1.483417155	0.96683431	1.088835272
2.332921857	1.48247293	0.96494586	-0.114496933
1.843233326	1.456749295	0.91349859	-0.527014559
2.454993225	1.457003145	0.91400629	0.08398379
2.15706706	1.468938275	0.93787655	-0.249747765
2.5387612	1.44407922	0.88815844	0.20652354
2.978339983	1.46225029	0.92450058	0.591589113
1.912249029	1.464093475	0.92818695	-0.480031396
3.109799816	1.454992755	0.90998551	0.744821551
0.490042808	1.454950155	0.90990031	-1.874807657
2.110166825	1.50632277	1.01264554	-0.408801485
1.963803466	1.44164501	0.88329002	-0.361131564
2.335079471	1.47843507	0.95687014	-0.100225739
2.582889235	1.460138385	0.92027677	0.20247408
2.943070992	1.45634757	0.91269514	0.574028282
2.768098424	1.452785575	0.90557115	0.409741699
2.277568152	1.469520415	0.93904083	-0.130993093
2.56158487	1.447364915	0.89472983	0.219490125
2.47674924	1.436177845	0.87235569	0.168215705
1.841624108	1.4196477	0.8392954	-0.417318992
2.380036728	1.44078197	0.88156394	0.057690818
1.924441047	1.414419905	0.82883981	-0.318818668
2.010524137	1.416497365	0.83299473	-0.238967958
3.087698028	1.41811087	0.83622174	0.833365418
1.168266628	1.42757717	0.85515434	-1.114464882
1.776228276	1.41371335	0.8274267	-0.464911774
2.102596393	1.41852687	0.83705374	-0.152984217
2.576667185	1.420060995	0.84012199	0.3164842
1.147281947	1.42830344	0.85660688	-1.137628373
2.369753843	1.395621895	0.79124379	0.182888158
3.347566034	1.43067183	0.86134366	1.055550544
1.748252149	1.394101815	0.78820363	-0.434053296
1.955297837	1.418077735	0.83615547	-0.298935368
3.727072651	1.41094046	0.82188092	1.494251271
1.816170994	1.400566045	0.80113209	-0.385527141
3.543448056	1.3712571	0.7425142	1.429676756
2.292512688	1.39389534	0.78779068	0.110826668
1.820290432	1.39750791	0.79501582	-0.372233298
2.052991227	1.377868625	0.75573725	-0.080614648
1.136324883	1.39875864	0.79751728	-1.059951037
1.587945256	1.368053075	0.73610615	-0.516213969
2.510658417	1.390970315	0.78194063	0.337747472
0.717161893	1.383590255	0.76718051	-1.433608872
2.029500782	1.367809365	0.73561873	-0.073927313
2.009337103	1.367940285	0.73588057	-0.094483752
2.89104472	1.372702935	0.74540587	0.772935915
2.686616061	1.363129885	0.72625977	0.597226406
2.247535806	1.343386785	0.68677357	0.217375451
1.759310465	1.36540685	0.7308137	-0.336910085
2.391162238	1.36274074	0.72548148	0.302940018
1.738726347	1.373565935	0.74713187	-0.381971458
2.16852914	1.355334075	0.71066815	0.102526915
2.782156995	1.32945406	0.65890812	0.793794815
0.921445118	1.308676005	0.61735201	-1.004582897
2.781781442	1.3501726	0.7003452	0.731263642
2.271668648	1.311636675	0.62327335	0.336758623
1.788014905	1.31594634	0.63189268	-0.159824115
1.309565644	1.335560545	0.67112109	-0.697115991
1.140064653	1.323661995	0.64732399	-0.830921332
1.666373255	1.326147545	0.65229509	-0.31206938
1.817460506	1.290767575	0.58153515	-0.054842219
2.040025475	1.31461524	0.62923048	0.096179755
0.69342346	1.285777895	0.57155579	-1.163910225
